Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
43,Cpd 43: 22.994,96382,69.01,PBBC_Sample_7_USE_21_3,23.055,5686,20,69.01,22.994,22.94,0.114
44,Cpd 44: 23.670,161956,83,PBBC_Sample_7_USE_21_3,23.764,9657,24,83,23.67,23.625,0.139
45,Cpd 45: 24.115,51705,71.03,PBBC_Sample_7_USE_21_3,24.153,10597,12,71.03,24.115,24.069,0.084
46,Cpd 46: 24.186,57897,56.99,PBBC_Sample_7_USE_21_3,24.231,3403,17,56.99,24.186,24.149,0.082
47,Cpd 47: 24.495,62444,83,PBBC_Sample_7_USE_21_3,24.527,4539,14,83,24.495,24.468,0.059
48,Cpd 48: 24.711,88223,55,PBBC_Sample_7_USE_21_3,24.796,5494,19,55,24.711,24.655,0.141
49,Cpd 49: 24.875,67258,56.99,PBBC_Sample_7_USE_21_3,24.91,5544,16,56.99,24.875,24.784,0.126
50,Cpd 50: 24.937,64444,56.99,PBBC_Sample_7_USE_21_3,24.965,6016,13,56.99,24.937,24.904,0.061
51,Cpd 51: 25.099,193976,56.99,PBBC_Sample_7_USE_21_3,25.173,9109,31,56.99,25.099,25.04,0.134
52,Cpd 52: 25.206,44887,56.99,PBBC_Sample_7_USE_21_3,25.248,3752,11,56.99,25.206,25.156,0.092
53,Cpd 53: 26.188,61808,56.99,PBBC_Sample_7_USE_21_3,26.234,3155,18,56.99,26.188,26.127,0.107
54,Cpd 54: 26.317,578516,96.99,PBBC_Sample_7_USE_21_3,26.411,21239,45,96.99,26.317,26.264,0.147
55,Cpd 55: 27.271,244888,57.94,PBBC_Sample_7_USE_21_3,27.361,16683,22,57.94,27.271,27.213,0.149
56,Cpd 56: 27.515,46010,140.95,PBBC_Sample_7_USE_21_3,27.577,3797,11,140.95,27.515,27.468,0.109
57,Cpd 57: 27.692,76653,56.99,PBBC_Sample_7_USE_21_3,27.756,5518,13,56.99,27.692,27.651,0.105
58,Cpd 58: 27.698,183291,96.99,PBBC_Sample_7_USE_21_3,27.756,7024,28,96.99,27.698,27.64,0.116
59,Cpd 59: 28.137,106873,103.96,PBBC_Sample_7_USE_21_3,28.182,6923,4,103.96,28.137,28.063,0.118
60,Cpd 60: 28.290,50600,98.98,PBBC_Sample_7_USE_21_3,28.349,2761,8,98.98,28.29,28.004,0.345
61,Cpd 61: 28.455,957601,73,PBBC_Sample_7_USE_21_3,28.731,24696,48,73,28.455,28.391,0.34
62,Cpd 62: 28.520,80603,71.03,PBBC_Sample_7_USE_21_3,28.658,5725,15,71.03,28.52,28.502,0.156
63,Cpd 63: 29.304,88721,207,PBBC_Sample_7_USE_21_3,29.318,5571,12,207,29.304,29.29,0.029
64,Cpd 64: 29.350,44673,90.87,PBBC_Sample_7_USE_21_3,29.366,6930,10,90.87,29.35,29.334,0.032
65,Cpd 65: 29.365,66452,90.87,PBBC_Sample_7_USE_21_3,29.381,6930,10,90.87,29.365,29.349,0.032
66,Cpd 66: 29.376,291973,129.02,PBBC_Sample_7_USE_21_3,29.397,13751,14,129.02,29.376,29.357,0.04
67,Cpd 67: 29.400,130801,129.02,PBBC_Sample_7_USE_21_3,29.416,13465,12,129.02,29.4,29.362,0.053
68,Cpd 68: 29.421,103731,123.94,PBBC_Sample_7_USE_21_3,29.465,8058,18,123.94,29.421,29.379,0.086
69,Cpd 69: 29.440,592592,96.99,PBBC_Sample_7_USE_21_3,29.53,14035,42,96.99,29.44,29.358,0.172
70,Cpd 70: 29.442,526736,56.99,PBBC_Sample_7_USE_21_3,29.523,12599,43,56.99,29.442,29.358,0.164
71,Cpd 71: 29.456,66128,179.87,PBBC_Sample_7_USE_21_3,29.498,4183,17,179.87,29.456,29.439,0.059
72,Cpd 72: 29.795,43938,125,PBBC_Sample_7_USE_21_3,29.879,6124,8,125,29.795,29.73,0.149
